"V1","valor","variavel","data","polarity","tipo_dado","freq","escala","category","subcategory","descricao_variable","remove","valor_polarizado","norm"
723,0.323455238887563,"TxSubocupadasJornadaAcima44h",2014-10-01,"neg","prop","trim","percent","qualidade","jornada","Pessoas subocupadas e jornada acima de 44h semana",0,-0.323455238887563,0.608581090514505
724,0.220764701308455,"TxSubocupadasJornadaAcima44h",2015-10-01,"neg","prop","trim","percent","qualidade","jornada","Pessoas subocupadas e jornada acima de 44h semana",0,-0.220764701308455,0
725,0.242557061633933,"TxSubocupadasJornadaAcima44h",2016-10-01,"neg","prop","trim","percent","qualidade","jornada","Pessoas subocupadas e jornada acima de 44h semana",0,-0.242557061633933,0.129149371737855
726,0.255814652517508,"TxSubocupadasJornadaAcima44h",2017-10-01,"neg","prop","trim","percent","qualidade","jornada","Pessoas subocupadas e jornada acima de 44h semana",0,-0.255814652517508,0.207718627559559
727,0.267042730454943,"TxSubocupadasJornadaAcima44h",2018-10-01,"neg","prop","trim","percent","qualidade","jornada","Pessoas subocupadas e jornada acima de 44h semana",0,-0.267042730454943,0.27426025911234
728,0.266020170362038,"TxSubocupadasJornadaAcima44h",2019-10-01,"neg","prop","trim","percent","qualidade","jornada","Pessoas subocupadas e jornada acima de 44h semana",0,-0.266020170362038,0.268200199917721
729,0.249577594374127,"TxSubocupadasJornadaAcima44h",2020-10-01,"neg","prop","trim","percent","qualidade","jornada","Pessoas subocupadas e jornada acima de 44h semana",0,-0.249577594374127,0.170755575890099
730,0.266788211765987,"TxSubocupadasJornadaAcima44h",2021-10-01,"neg","prop","trim","percent","qualidade","jornada","Pessoas subocupadas e jornada acima de 44h semana",0,-0.266788211765987,0.27275188974421
731,0.2482598199953,"TxSubocupadasJornadaAcima44h",2022-10-01,"neg","prop","trim","percent","qualidade","jornada","Pessoas subocupadas e jornada acima de 44h semana",0,-0.2482598199953,0.162945970570809
732,0.237818710534435,"TxSubocupadasJornadaAcima44h",2023-10-01,"neg","prop","trim","percent","qualidade","jornada","Pessoas subocupadas e jornada acima de 44h semana",0,-0.237818710534435,0.10106819748992
781,0.0320822913149109,"Admitidos_ContratosAtipicos_MM",2012-01-01,"neg","prop","mensal","percent","qualidade","forma_de_contratacao","Proporção de  contratos atípicos no total de novos vínculos",0,-0.0320822913149109,0.136665884943596
784,0.0318661291980168,"Admitidos_ContratosAtipicos_MM",2012-04-01,"neg","prop","mensal","percent","qualidade","forma_de_contratacao","Proporção de  contratos atípicos no total de novos vínculos",0,-0.0318661291980168,0.124811578205137
787,0.0309758696326944,"Admitidos_ContratosAtipicos_MM",2012-07-01,"neg","prop","mensal","percent","qualidade","forma_de_contratacao","Proporção de  contratos atípicos no total de novos vínculos",0,-0.0309758696326944,0.0759898414650738
790,0.0305628966748996,"Admitidos_ContratosAtipicos_MM",2012-10-01,"neg","prop","mensal","percent","qualidade","forma_de_contratacao","Proporção de  contratos atípicos no total de novos vínculos",0,-0.0305628966748996,0.0533424498373054
793,0.03019439876433,"Admitidos_ContratosAtipicos_MM",2013-01-01,"neg","prop","mensal","percent","qualidade","forma_de_contratacao","Proporção de  contratos atípicos no total de novos vínculos",0,-0.03019439876433,0.033134064912424
796,0.0298887534315839,"Admitidos_ContratosAtipicos_MM",2013-04-01,"neg","prop","mensal","percent","qualidade","forma_de_contratacao","Proporção de  contratos atípicos no total de novos vínculos",0,-0.0298887534315839,0.0163725084491073
799,0.029590202351094,"Admitidos_ContratosAtipicos_MM",2013-07-01,"neg","prop","mensal","percent","qualidade","forma_de_contratacao","Proporção de  contratos atípicos no total de novos vínculos",0,-0.029590202351094,0
802,0.0296817759749025,"Admitidos_ContratosAtipicos_MM",2013-10-01,"neg","prop","mensal","percent","qualidade","forma_de_contratacao","Proporção de  contratos atípicos no total de novos vínculos",0,-0.0296817759749025,0.00502188746749733
805,0.0298171074671537,"Admitidos_ContratosAtipicos_MM",2014-01-01,"neg","prop","mensal","percent","qualidade","forma_de_contratacao","Proporção de  contratos atípicos no total de novos vínculos",0,-0.0298171074671537,0.0124434516322535
808,0.0298813583210435,"Admitidos_ContratosAtipicos_MM",2014-04-01,"neg","prop","mensal","percent","qualidade","forma_de_contratacao","Proporção de  contratos atípicos no total de novos vínculos",0,-0.0298813583210435,0.0159669613996506
811,0.0302486182910613,"Admitidos_ContratosAtipicos_MM",2014-07-01,"neg","prop","mensal","percent","qualidade","forma_de_contratacao","Proporção de  contratos atípicos no total de novos vínculos",0,-0.0302486182910613,0.0361074578006968
814,0.0305661827074558,"Admitidos_ContratosAtipicos_MM",2014-10-01,"neg","prop","mensal","percent","qualidade","forma_de_contratacao","Proporção de  contratos atípicos no total de novos vínculos",0,-0.0305661827074558,0.0535226555016163
817,0.030636363675099,"Admitidos_ContratosAtipicos_MM",2015-01-01,"neg","prop","mensal","percent","qualidade","forma_de_contratacao","Proporção de  contratos atípicos no total de novos vínculos",0,-0.030636363675099,0.0573713720556457
820,0.0311495740135785,"Admitidos_ContratosAtipicos_MM",2015-04-01,"neg","prop","mensal","percent","qualidade","forma_de_contratacao","Proporção de  contratos atípicos no total de novos vínculos",0,-0.0311495740135785,0.0855157706260237
823,0.0317437824056018,"Admitidos_ContratosAtipicos_MM",2015-07-01,"neg","prop","mensal","percent","qualidade","forma_de_contratacao","Proporção de  contratos atípicos no total de novos vínculos",0,-0.0317437824056018,0.118102093552633
826,0.0324607852315271,"Admitidos_ContratosAtipicos_MM",2015-10-01,"neg","prop","mensal","percent","qualidade","forma_de_contratacao","Proporção de  contratos atípicos no total de novos vínculos",0,-0.0324607852315271,0.157422449741707
829,0.0331176395076749,"Admitidos_ContratosAtipicos_MM",2016-01-01,"neg","prop","mensal","percent","qualidade","forma_de_contratacao","Proporção de  contratos atípicos no total de novos vínculos",0,-0.0331176395076749,0.193444266070138
832,0.0340171280918557,"Admitidos_ContratosAtipicos_MM",2016-04-01,"neg","prop","mensal","percent","qualidade","forma_de_contratacao","Proporção de  contratos atípicos no total de novos vínculos",0,-0.0340171280918557,0.242772121190307
835,0.0347072743598963,"Admitidos_ContratosAtipicos_MM",2016-07-01,"neg","prop","mensal","percent","qualidade","forma_de_contratacao","Proporção de  contratos atípicos no total de novos vínculos",0,-0.0347072743598963,0.280619666695998
838,0.0350562437597403,"Admitidos_ContratosAtipicos_MM",2016-10-01,"neg","prop","mensal","percent","qualidade","forma_de_contratacao","Proporção de  contratos atípicos no total de novos vínculos",0,-0.0350562437597403,0.299757110238491
841,0.0353495635057879,"Admitidos_ContratosAtipicos_MM",2017-01-01,"neg","prop","mensal","percent","qualidade","forma_de_contratacao","Proporção de  contratos atípicos no total de novos vínculos",0,-0.0353495635057879,0.315842732881604
844,0.0353857895428935,"Admitidos_ContratosAtipicos_MM",2017-04-01,"neg","prop","mensal","percent","qualidade","forma_de_contratacao","Proporção de  contratos atípicos no total de novos vínculos",0,-0.0353857895428935,0.317829364775938
847,0.0350670883896955,"Admitidos_ContratosAtipicos_MM",2017-07-01,"neg","prop","mensal","percent","qualidade","forma_de_contratacao","Proporção de  contratos atípicos no total de novos vínculos",0,-0.0350670883896955,0.30035182855362
850,0.0347914600801471,"Admitidos_ContratosAtipicos_MM",2017-10-01,"neg","prop","mensal","percent","qualidade","forma_de_contratacao","Proporção de  contratos atípicos no total de novos vínculos",0,-0.0347914600801471,0.285236402344178
853,0.0349809144354499,"Admitidos_ContratosAtipicos_MM",2018-01-01,"neg","prop","mensal","percent","qualidade","forma_de_contratacao","Proporção de  contratos atípicos no total de novos vínculos",0,-0.0349809144354499,0.295626058371633
856,0.0352409602025873,"Admitidos_ContratosAtipicos_MM",2018-04-01,"neg","prop","mensal","percent","qualidade","forma_de_contratacao","Proporção de  contratos atípicos no total de novos vínculos",0,-0.0352409602025873,0.309886939667475
859,0.0356551191809585,"Admitidos_ContratosAtipicos_MM",2018-07-01,"neg","prop","mensal","percent","qualidade","forma_de_contratacao","Proporção de  contratos atípicos no total de novos vínculos",0,-0.0356551191809585,0.332599372533332
862,0.0363902386875805,"Admitidos_ContratosAtipicos_MM",2018-10-01,"neg","prop","mensal","percent","qualidade","forma_de_contratacao","Proporção de  contratos atípicos no total de novos vínculos",0,-0.0363902386875805,0.372913245501142
865,0.0370700906201157,"Admitidos_ContratosAtipicos_MM",2019-01-01,"neg","prop","mensal","percent","qualidade","forma_de_contratacao","Proporção de  contratos atípicos no total de novos vínculos",0,-0.0370700906201157,0.410196250778864
868,0.0372300720468536,"Admitidos_ContratosAtipicos_MM",2019-04-01,"neg","prop","mensal","percent","qualidade","forma_de_contratacao","Proporção de  contratos atípicos no total de novos vínculos",0,-0.0372300720468536,0.418969614642322
871,0.0373800336962837,"Admitidos_ContratosAtipicos_MM",2019-07-01,"neg","prop","mensal","percent","qualidade","forma_de_contratacao","Proporção de  contratos atípicos no total de novos vínculos",0,-0.0373800336962837,0.427193495019199
874,0.0373405901722279,"Admitidos_ContratosAtipicos_MM",2019-10-01,"neg","prop","mensal","percent","qualidade","forma_de_contratacao","Proporção de  contratos atípicos no total de novos vínculos",0,-0.0373405901722279,0.425030416494055
877,0.0390283558004213,"Admitidos_ContratosAtipicos_MM",2020-01-01,"neg","prop","mensal","percent","qualidade","forma_de_contratacao","Proporção de  contratos atípicos no total de novos vínculos",0,-0.0390283558004213,0.517587298091555
880,0.0437898524150419,"Admitidos_ContratosAtipicos_MM",2020-04-01,"neg","prop","mensal","percent","qualidade","forma_de_contratacao","Proporção de  contratos atípicos no total de novos vínculos",0,-0.0437898524150419,0.778707249241451
883,0.0417150165843815,"Admitidos_ContratosAtipicos_MM",2020-07-01,"neg","prop","mensal","percent","qualidade","forma_de_contratacao","Proporção de  contratos atípicos no total de novos vínculos",0,-0.0417150165843815,0.66492348027215
886,0.0418540105965563,"Admitidos_ContratosAtipicos_MM",2020-10-01,"neg","prop","mensal","percent","qualidade","forma_de_contratacao","Proporção de  contratos atípicos no total de novos vínculos",0,-0.0418540105965563,0.672545896627077
889,0.0414085795377026,"Admitidos_ContratosAtipicos_MM",2021-01-01,"neg","prop","mensal","percent","qualidade","forma_de_contratacao","Proporção de  contratos atípicos no total de novos vínculos",0,-0.0414085795377026,0.648118506303752
892,0.0397943576283608,"Admitidos_ContratosAtipicos_MM",2021-04-01,"neg","prop","mensal","percent","qualidade","forma_de_contratacao","Proporção de  contratos atípicos no total de novos vínculos",0,-0.0397943576283608,0.55959475416705
895,0.0425025982868878,"Admitidos_ContratosAtipicos_MM",2021-07-01,"neg","prop","mensal","percent","qualidade","forma_de_contratacao","Proporção de  contratos atípicos no total de novos vínculos",0,-0.0425025982868878,0.70811437429768
898,0.04482671300183,"Admitidos_ContratosAtipicos_MM",2021-10-01,"neg","prop","mensal","percent","qualidade","forma_de_contratacao","Proporção de  contratos atípicos no total de novos vínculos",0,-0.04482671300183,0.835568569890091
901,0.0450862565482177,"Admitidos_ContratosAtipicos_MM",2022-01-01,"neg","prop","mensal","percent","qualidade","forma_de_contratacao","Proporção de  contratos atípicos no total de novos vínculos",0,-0.0450862565482177,0.849801909455204
904,0.047825103949583,"Admitidos_ContratosAtipicos_MM",2022-04-01,"neg","prop","mensal","percent","qualidade","forma_de_contratacao","Proporção de  contratos atípicos no total de novos vínculos",0,-0.047825103949583,1
907,0.0472270174952975,"Admitidos_ContratosAtipicos_MM",2022-07-01,"neg","prop","mensal","percent","qualidade","forma_de_contratacao","Proporção de  contratos atípicos no total de novos vínculos",0,-0.0472270174952975,0.967201004565056
910,0.0464693238996797,"Admitidos_ContratosAtipicos_MM",2022-10-01,"neg","prop","mensal","percent","qualidade","forma_de_contratacao","Proporção de  contratos atípicos no total de novos vínculos",0,-0.0464693238996797,0.925649171037169
913,0.0461361994421064,"Admitidos_ContratosAtipicos_MM",2023-01-01,"neg","prop","mensal","percent","qualidade","forma_de_contratacao","Proporção de  contratos atípicos no total de novos vínculos",0,-0.0461361994421064,0.907380662387751
916,0.0439335889422189,"Admitidos_ContratosAtipicos_MM",2023-04-01,"neg","prop","mensal","percent","qualidade","forma_de_contratacao","Proporção de  contratos atípicos no total de novos vínculos",0,-0.0439335889422189,0.786589744597988
919,0.0436422623119846,"Admitidos_ContratosAtipicos_MM",2023-07-01,"neg","prop","mensal","percent","qualidade","forma_de_contratacao","Proporção de  contratos atípicos no total de novos vínculos",0,-0.0436422623119846,0.770613424207071
922,0.0435266417347486,"Admitidos_ContratosAtipicos_MM",2023-10-01,"neg","prop","mensal","percent","qualidade","forma_de_contratacao","Proporção de  contratos atípicos no total de novos vínculos",0,-0.0435266417347486,0.764272804455902
924,0.506269130011788,"Gini_rendahabTodosTrabalhos",2012-01-01,"neg","prop","trim","percent","qualidade","equidade","Índice de Gini dos rendimentos habituais do trabalho",0,-0.506269130011788,0.943950214111695
925,0.496223222115077,"Gini_rendahabTodosTrabalhos",2013-01-01,"neg","prop","trim","percent","qualidade","equidade","Índice de Gini dos rendimentos habituais do trabalho",0,-0.496223222115077,0.556772397882071
926,0.4910169408613,"Gini_rendahabTodosTrabalhos",2014-01-01,"neg","prop","trim","percent","qualidade","equidade","Índice de Gini dos rendimentos habituais do trabalho",0,-0.4910169408613,0.356117899827735
927,0.488336139504099,"Gini_rendahabTodosTrabalhos",2015-01-01,"neg","prop","trim","percent","qualidade","equidade","Índice de Gini dos rendimentos habituais do trabalho",0,-0.488336139504099,0.252797540344216
928,0.490692629544355,"Gini_rendahabTodosTrabalhos",2016-01-01,"neg","prop","trim","percent","qualidade","equidade","Índice de Gini dos rendimentos habituais do trabalho",0,-0.490692629544355,0.343618666431974
929,0.490056829396053,"Gini_rendahabTodosTrabalhos",2017-01-01,"neg","prop","trim","percent","qualidade","equidade","Índice de Gini dos rendimentos habituais do trabalho",0,-0.490056829396053,0.319114389117363
930,0.497335070875124,"Gini_rendahabTodosTrabalhos",2018-01-01,"neg","prop","trim","percent","qualidade","equidade","Índice de Gini dos rendimentos habituais do trabalho",0,-0.497335070875124,0.599623992712395
931,0.501553207068355,"Gini_rendahabTodosTrabalhos",2019-01-01,"neg","prop","trim","percent","qualidade","equidade","Índice de Gini dos rendimentos habituais do trabalho",0,-0.501553207068355,0.762194541501622
932,0.501855815302406,"Gini_rendahabTodosTrabalhos",2020-01-01,"neg","prop","trim","percent","qualidade","equidade","Índice de Gini dos rendimentos habituais do trabalho",0,-0.501855815302406,0.773857319663395
933,0.502453568864439,"Gini_rendahabTodosTrabalhos",2021-01-01,"neg","prop","trim","percent","qualidade","equidade","Índice de Gini dos rendimentos habituais do trabalho",0,-0.502453568864439,0.796895249253334
934,0.481776928980253,"Gini_rendahabTodosTrabalhos",2022-01-01,"neg","prop","trim","percent","qualidade","equidade","Índice de Gini dos rendimentos habituais do trabalho",0,-0.481776928980253,0
935,0.490879287557618,"Gini_rendahabTodosTrabalhos",2023-01-01,"neg","prop","trim","percent","qualidade","equidade","Índice de Gini dos rendimentos habituais do trabalho",0,-0.490879287557618,0.350812624678454
936,0.489834719606733,"Gini_rendahabTodosTrabalhos",2024-01-01,"neg","prop","trim","percent","qualidade","equidade","Índice de Gini dos rendimentos habituais do trabalho",0,-0.489834719606733,0.310554089333977
937,0.501238038639713,"Gini_rendahabTodosTrabalhos",2012-04-01,"neg","prop","trim","percent","qualidade","equidade","Índice de Gini dos rendimentos habituais do trabalho",0,-0.501238038639713,0.750047682780558
938,0.496446981371264,"Gini_rendahabTodosTrabalhos",2013-04-01,"neg","prop","trim","percent","qualidade","equidade","Índice de Gini dos rendimentos habituais do trabalho",0,-0.496446981371264,0.565396269518401
939,0.491766562641715,"Gini_rendahabTodosTrabalhos",2014-04-01,"neg","prop","trim","percent","qualidade","equidade","Índice de Gini dos rendimentos habituais do trabalho",0,-0.491766562641715,0.385008959443588
940,0.492998802481452,"Gini_rendahabTodosTrabalhos",2015-04-01,"neg","prop","trim","percent","qualidade","equidade","Índice de Gini dos rendimentos habituais do trabalho",0,-0.492998802481452,0.432500528660216
941,0.486472554992361,"Gini_rendahabTodosTrabalhos",2016-04-01,"neg","prop","trim","percent","qualidade","equidade","Índice de Gini dos rendimentos habituais do trabalho",0,-0.486472554992361,0.180973411650949
942,0.490768745337846,"Gini_rendahabTodosTrabalhos",2017-04-01,"neg","prop","trim","percent","qualidade","equidade","Índice de Gini dos rendimentos habituais do trabalho",0,-0.490768745337846,0.346552233712047
943,0.500570404168684,"Gini_rendahabTodosTrabalhos",2018-04-01,"neg","prop","trim","percent","qualidade","equidade","Índice de Gini dos rendimentos habituais do trabalho",0,-0.500570404168684,0.72431648365049
944,0.504015662154416,"Gini_rendahabTodosTrabalhos",2019-04-01,"neg","prop","trim","percent","qualidade","equidade","Índice de Gini dos rendimentos habituais do trabalho",0,-0.504015662154416,0.857099650386479
945,0.497933563809056,"Gini_rendahabTodosTrabalhos",2020-04-01,"neg","prop","trim","percent","qualidade","equidade","Índice de Gini dos rendimentos habituais do trabalho",0,-0.497933563809056,0.622690418322819
946,0.500202102823096,"Gini_rendahabTodosTrabalhos",2021-04-01,"neg","prop","trim","percent","qualidade","equidade","Índice de Gini dos rendimentos habituais do trabalho",0,-0.500202102823096,0.7101218372168
947,0.490070137690054,"Gini_rendahabTodosTrabalhos",2022-04-01,"neg","prop","trim","percent","qualidade","equidade","Índice de Gini dos rendimentos habituais do trabalho",0,-0.490070137690054,0.319627302062815
948,0.488292820780771,"Gini_rendahabTodosTrabalhos",2023-04-01,"neg","prop","trim","percent","qualidade","equidade","Índice de Gini dos rendimentos habituais do trabalho",0,-0.488292820780771,0.251127999982865
949,0.499378896296548,"Gini_rendahabTodosTrabalhos",2012-07-01,"neg","prop","trim","percent","qualidade","equidade","Índice de Gini dos rendimentos habituais do trabalho",0,-0.499378896296548,0.678394759034135
950,0.494992908461427,"Gini_rendahabTodosTrabalhos",2013-07-01,"neg","prop","trim","percent","qualidade","equidade","Índice de Gini dos rendimentos habituais do trabalho",0,-0.494992908461427,0.509355065511977
951,0.495207303465577,"Gini_rendahabTodosTrabalhos",2014-07-01,"neg","prop","trim","percent","qualidade","equidade","Índice de Gini dos rendimentos habituais do trabalho",0,-0.495207303465577,0.517618030927428
952,0.492620076161984,"Gini_rendahabTodosTrabalhos",2015-07-01,"neg","prop","trim","percent","qualidade","equidade","Índice de Gini dos rendimentos habituais do trabalho",0,-0.492620076161984,0.417904094885593
953,0.487658885635028,"Gini_rendahabTodosTrabalhos",2016-07-01,"neg","prop","trim","percent","qualidade","equidade","Índice de Gini dos rendimentos habituais do trabalho",0,-0.487658885635028,0.226695601449693
954,0.493468901200686,"Gini_rendahabTodosTrabalhos",2017-07-01,"neg","prop","trim","percent","qualidade","equidade","Índice de Gini dos rendimentos habituais do trabalho",0,-0.493468901200686,0.450618532268924
955,0.504774635133799,"Gini_rendahabTodosTrabalhos",2018-07-01,"neg","prop","trim","percent","qualidade","equidade","Índice de Gini dos rendimentos habituais do trabalho",0,-0.504774635133799,0.886351113146858
956,0.5047227132236,"Gini_rendahabTodosTrabalhos",2019-07-01,"neg","prop","trim","percent","qualidade","equidade","Índice de Gini dos rendimentos habituais do trabalho",0,-0.5047227132236,0.88434999866203
957,0.507723425591394,"Gini_rendahabTodosTrabalhos",2020-07-01,"neg","prop","trim","percent","qualidade","equidade","Índice de Gini dos rendimentos habituais do trabalho",0,-0.507723425591394,1
958,0.496520308297477,"Gini_rendahabTodosTrabalhos",2021-07-01,"neg","prop","trim","percent","qualidade","equidade","Índice de Gini dos rendimentos habituais do trabalho",0,-0.496520308297477,0.568222351486691
959,0.494222574525338,"Gini_rendahabTodosTrabalhos",2022-07-01,"neg","prop","trim","percent","qualidade","equidade","Índice de Gini dos rendimentos habituais do trabalho",0,-0.494222574525338,0.479665741838189
960,0.492025614905288,"Gini_rendahabTodosTrabalhos",2023-07-01,"neg","prop","trim","percent","qualidade","equidade","Índice de Gini dos rendimentos habituais do trabalho",0,-0.492025614905288,0.394993053537501
961,0.496635917836102,"Gini_rendahabTodosTrabalhos",2012-10-01,"neg","prop","trim","percent","qualidade","equidade","Índice de Gini dos rendimentos habituais do trabalho",0,-0.496635917836102,0.572678041222289
962,0.49019751673768,"Gini_rendahabTodosTrabalhos",2013-10-01,"neg","prop","trim","percent","qualidade","equidade","Índice de Gini dos rendimentos habituais do trabalho",0,-0.49019751673768,0.32453659866401
963,0.489740317731048,"Gini_rendahabTodosTrabalhos",2014-10-01,"neg","prop","trim","percent","qualidade","equidade","Índice de Gini dos rendimentos habituais do trabalho",0,-0.489740317731048,0.306915760926877
964,0.490819759907026,"Gini_rendahabTodosTrabalhos",2015-10-01,"neg","prop","trim","percent","qualidade","equidade","Índice de Gini dos rendimentos habituais do trabalho",0,-0.490819759907026,0.348518378503945
965,0.492551813047612,"Gini_rendahabTodosTrabalhos",2016-10-01,"neg","prop","trim","percent","qualidade","equidade","Índice de Gini dos rendimentos habituais do trabalho",0,-0.492551813047612,0.415273176523277
966,0.498825806593231,"Gini_rendahabTodosTrabalhos",2017-10-01,"neg","prop","trim","percent","qualidade","equidade","Índice de Gini dos rendimentos habituais do trabalho",0,-0.498825806593231,0.65707821246501
967,0.504174337802397,"Gini_rendahabTodosTrabalhos",2018-10-01,"neg","prop","trim","percent","qualidade","equidade","Índice de Gini dos rendimentos habituais do trabalho",0,-0.504174337802397,0.863215144526558
968,0.504915150952002,"Gini_rendahabTodosTrabalhos",2019-10-01,"neg","prop","trim","percent","qualidade","equidade","Índice de Gini dos rendimentos habituais do trabalho",0,-0.504915150952002,0.891766712035173
969,0.502620047664095,"Gini_rendahabTodosTrabalhos",2020-10-01,"neg","prop","trim","percent","qualidade","equidade","Índice de Gini dos rendimentos habituais do trabalho",0,-0.502620047664095,0.803311483481443
970,0.490062769764336,"Gini_rendahabTodosTrabalhos",2021-10-01,"neg","prop","trim","percent","qualidade","equidade","Índice de Gini dos rendimentos habituais do trabalho",0,-0.490062769764336,0.319343335952538
971,0.493238104201737,"Gini_rendahabTodosTrabalhos",2022-10-01,"neg","prop","trim","percent","qualidade","equidade","Índice de Gini dos rendimentos habituais do trabalho",0,-0.493238104201737,0.441723420053664
972,0.494626558735035,"Gini_rendahabTodosTrabalhos",2023-10-01,"neg","prop","trim","percent","qualidade","equidade","Índice de Gini dos rendimentos habituais do trabalho",0,-0.494626558735035,0.495235636138429
973,0.414882159596876,"RendimentoRealMedio_SexoCor",2012-01-01,"pos","prop","trim","percent","qualidade","equidade","Diferença salarial entre mulheres negras e homens brancos",0,0.414882159596876,0.0358435376799891
974,0.413250633049547,"RendimentoRealMedio_SexoCor",2013-01-01,"pos","prop","trim","percent","qualidade","equidade","Diferença salarial entre mulheres negras e homens brancos",0,0.413250633049547,0.0111567099331027
975,0.416111996546086,"RendimentoRealMedio_SexoCor",2014-01-01,"pos","prop","trim","percent","qualidade","equidade","Diferença salarial entre mulheres negras e homens brancos",0,0.416111996546086,0.0544523509852992
976,0.42813689846692,"RendimentoRealMedio_SexoCor",2015-01-01,"pos","prop","trim","percent","qualidade","equidade","Diferença salarial entre mulheres negras e homens brancos",0,0.42813689846692,0.236402612768547
977,0.431315183946614,"RendimentoRealMedio_SexoCor",2016-01-01,"pos","prop","trim","percent","qualidade","equidade","Diferença salarial entre mulheres negras e homens brancos",0,0.431315183946614,0.284493639111996
978,0.435273394748247,"RendimentoRealMedio_SexoCor",2017-01-01,"pos","prop","trim","percent","qualidade","equidade","Diferença salarial entre mulheres negras e homens brancos",0,0.435273394748247,0.344385810897831
979,0.43993759983549,"RendimentoRealMedio_SexoCor",2018-01-01,"pos","prop","trim","percent","qualidade","equidade","Diferença salarial entre mulheres negras e homens brancos",0,0.43993759983549,0.414960468572524
980,0.441842665985131,"RendimentoRealMedio_SexoCor",2019-01-01,"pos","prop","trim","percent","qualidade","equidade","Diferença salarial entre mulheres negras e homens brancos",0,0.441842665985131,0.443786257499835
981,0.428885946580522,"RendimentoRealMedio_SexoCor",2020-01-01,"pos","prop","trim","percent","qualidade","equidade","Diferença salarial entre mulheres negras e homens brancos",0,0.428885946580522,0.247736551394857
982,0.450232819771528,"RendimentoRealMedio_SexoCor",2021-01-01,"pos","prop","trim","percent","qualidade","equidade","Diferença salarial entre mulheres negras e homens brancos",0,0.450232819771528,0.570738700678745
983,0.477393959590465,"RendimentoRealMedio_SexoCor",2022-01-01,"pos","prop","trim","percent","qualidade","equidade","Diferença salarial entre mulheres negras e homens brancos",0,0.477393959590465,0.981717229478606
984,0.478602248714131,"RendimentoRealMedio_SexoCor",2023-01-01,"pos","prop","trim","percent","qualidade","equidade","Diferença salarial entre mulheres negras e homens brancos",0,0.478602248714131,1
985,0.46680176895751,"RendimentoRealMedio_SexoCor",2024-01-01,"pos","prop","trim","percent","qualidade","equidade","Diferença salarial entre mulheres negras e homens brancos",0,0.46680176895751,0.82144549743353
986,0.416308582371108,"RendimentoRealMedio_SexoCor",2012-04-01,"pos","prop","trim","percent","qualidade","equidade","Diferença salarial entre mulheres negras e homens brancos",0,0.416308582371108,0.0574269151489919
987,0.415266744330904,"RendimentoRealMedio_SexoCor",2013-04-01,"pos","prop","trim","percent","qualidade","equidade","Diferença salarial entre mulheres negras e homens brancos",0,0.415266744330904,0.0416627363308315
988,0.419665319359974,"RendimentoRealMedio_SexoCor",2014-04-01,"pos","prop","trim","percent","qualidade","equidade","Diferença salarial entre mulheres negras e homens brancos",0,0.419665319359974,0.108218113104918
989,0.420860629433773,"RendimentoRealMedio_SexoCor",2015-04-01,"pos","prop","trim","percent","qualidade","equidade","Diferença salarial entre mulheres negras e homens brancos",0,0.420860629433773,0.12630449603525
990,0.43664696972249,"RendimentoRealMedio_SexoCor",2016-04-01,"pos","prop","trim","percent","qualidade","equidade","Diferença salarial entre mulheres negras e homens brancos",0,0.43664696972249,0.365169541841151
991,0.438102472146077,"RendimentoRealMedio_SexoCor",2017-04-01,"pos","prop","trim","percent","qualidade","equidade","Diferença salarial entre mulheres negras e homens brancos",0,0.438102472146077,0.387192927041406
992,0.432662916055142,"RendimentoRealMedio_SexoCor",2018-04-01,"pos","prop","trim","percent","qualidade","equidade","Diferença salarial entre mulheres negras e homens brancos",0,0.432662916055142,0.304886338493227
993,0.437707096740777,"RendimentoRealMedio_SexoCor",2019-04-01,"pos","prop","trim","percent","qualidade","equidade","Diferença salarial entre mulheres negras e homens brancos",0,0.437707096740777,0.381210453423691
994,0.449702866743531,"RendimentoRealMedio_SexoCor",2020-04-01,"pos","prop","trim","percent","qualidade","equidade","Diferença salarial entre mulheres negras e homens brancos",0,0.449702866743531,0.562719916591216
995,0.458920232183191,"RendimentoRealMedio_SexoCor",2021-04-01,"pos","prop","trim","percent","qualidade","equidade","Diferença salarial entre mulheres negras e homens brancos",0,0.458920232183191,0.702189000475576
996,0.459723079406619,"RendimentoRealMedio_SexoCor",2022-04-01,"pos","prop","trim","percent","qualidade","equidade","Diferença salarial entre mulheres negras e homens brancos",0,0.459723079406619,0.714336980013071
997,0.474207001237198,"RendimentoRealMedio_SexoCor",2023-04-01,"pos","prop","trim","percent","qualidade","equidade","Diferença salarial entre mulheres negras e homens brancos",0,0.474207001237198,0.933494972824306
998,0.413183696034287,"RendimentoRealMedio_SexoCor",2012-07-01,"pos","prop","trim","percent","qualidade","equidade","Diferença salarial entre mulheres negras e homens brancos",0,0.413183696034287,0.0101438777678403
999,0.425477574286087,"RendimentoRealMedio_SexoCor",2013-07-01,"pos","prop","trim","percent","qualidade","equidade","Diferença salarial entre mulheres negras e homens brancos",0,0.425477574286087,0.196164053314623
1000,0.413967273978493,"RendimentoRealMedio_SexoCor",2014-07-01,"pos","prop","trim","percent","qualidade","equidade","Diferença salarial entre mulheres negras e homens brancos",0,0.413967273978493,0.0220002914845159
